Series,Episode,Task,Description,Contestant,Score
Series 17,Episode 8: The umbrella wink. (16 May 2024),2,"Flick, flip and flap a flip-flop, flan and flapjack. You may only flick, flip and flap once.",Steve Pemberton,4
Series 17,Episode 8: The umbrella wink. (16 May 2024),3,"In the next task, you must say the word ""umbrella"" five times. If you say the word ""umbrella"" five times and no-one else says the word ""umbrella"", you get two bonus points. Your teammates must hear you say your umbrellas and you must not mention the concept of a bonus task. If you fail, you lose two points.",Steve Pemberton,-
Series 17,Episode 8: The umbrella wink. (16 May 2024),"In the next task, you must lie on the floor for 30 seconds. If you lie on the floor for 30 seconds without anyone questioning why you're lying on the floor, you get two bonus points. If you fail, you lose two points.",2,Steve Pemberton,
Series 17,Episode 8: The umbrella wink. (16 May 2024),"In the next task, you must get something from the caravan, the shed, the hutch and the toilet before the task is finished. If you get something from all those places without anyone questioning why you're getting something from all those places, you get two bonus points. If you fail, you lose two points.",-,Steve Pemberton,
Series 17,Episode 8: The umbrella wink. (16 May 2024),"Team: Put the watermelon on this table. The table may not be moved. Once you leave this room, you may not re-enter this room. Also, you may not step on the stage and the watermelon may not touch the stage, floor or ground. Finally, you must speak into your hand-held microphones at all times.",5,Steve Pemberton,
Series 17,Episode 8: The umbrella wink. (16 May 2024),4,Make this mannequin come alive.,Steve Pemberton,5
Series 17,Episode 8: The umbrella wink. (16 May 2024),5,Live: Write down a letter of the alphabet.,Steve Pemberton,3
Series 17,Episode 8: The umbrella wink. (16 May 2024),"Live: Every time Greg asks you a question, you must write down an answer. Last correct answer placed on the board is eliminated.",,Steve Pemberton,
Series 17,Episode 9: Assistantbury. (23 May 2024),1,Prize: Most splendid spherical thing.,Steve Pemberton,5
Series 17,Episode 9: Assistantbury. (23 May 2024),2,Create a new tradition to celebrate Assistant's Day.,Steve Pemberton,2
Series 17,Episode 9: Assistantbury. (23 May 2024),3,"Peg a sock, bin a sock, then don a sock on an appendage. Each single action must take place between bleeps.",Steve Pemberton,1
Series 17,Episode 9: Assistantbury. (23 May 2024),4,Make the back of your head look like the front of a head. You may not just make a mask. You must demonstrate your new front-of-head in action.,Steve Pemberton,4
Series 17,Episode 9: Assistantbury. (23 May 2024),5,"Live: Bounce a ball on the bar. In round one, your ball must bounce once before falling off the bar. In round two, your ball must bounce twice before falling off the bar, and so on. Each player has one life.",Steve Pemberton,2
Series 17,Episode 10: Ambience and information. (30 May 2024),1,Prize: The thing that gives the most hope for the future of the human race.,Steve Pemberton,4
Series 17,Episode 10: Ambience and information. (30 May 2024),2,Find and complete the real task. Each task has a 1% chance of being the real task.,Steve Pemberton,5
Series 17,Episode 10: Ambience and information. (30 May 2024),Peg all the tasks to the washing line.,,Steve Pemberton,
Series 17,Episode 10: Ambience and information. (30 May 2024),3,"Hug your special friend. Every time you touch a letter, you must turn it over and one minute will be added to your time.",Steve Pemberton,2
Series 17,Episode 10: Ambience and information. (30 May 2024),4,"Team: Present the best new short-form shiny floor American gameshow. Alex will be the contestant, one of you must be his rival and somebody must win.",Steve Pemberton,3
Series 17,Episode 10: Ambience and information. (30 May 2024),Bonus: Best new gameshow catchphrase.,1,Steve Pemberton,
Series 17,Episode 10: Ambience and information. (30 May 2024),5,"Live: Crawl around behind the wall for 20 seconds. On Greg's command, you must then pop up from behind the wall. If Greg correctly predicts where you will pop up, you will be eliminated. If there is a tie in the final, the round is replayed.",Steve Pemberton,2
Series 18,Episode 1: The faceless facilitators. (12 September 2024),1,Prize: Best thing that has been inside you.,Andy Zaltzman,1
Series 18,Episode 1: The faceless facilitators. (12 September 2024),2,"Do not say any of this out loud. Carry out each instruction before reading the next. You must remain silent until you've completed all four instructions. Stare at camera number one for at least thirty seconds without smiling. Eat an imaginary fly that has just landed on you. Act like you don't like how it feels in your stomach at all. Look under the 6th, 33rd, 56th, and 91st letters of this task.",Andy Zaltzman,3
Series 18,Episode 1: The faceless facilitators. (12 September 2024),Say a word beginning with Q.,,Andy Zaltzman,
Series 18,Episode 1: The faceless facilitators. (12 September 2024),3,Knock over exactly 100 cans. You must throw all five balls and pull one rope nice and hard. You must stay on the spot at all times and you may not move the spot.,Andy Zaltzman,DQ
Series 18,Episode 1: The faceless facilitators. (12 September 2024),4,Do the most beautiful thing with bubbles.,Andy Zaltzman,5
Series 18,Episode 1: The faceless facilitators. (12 September 2024),5,"Live: Drink the vinegar. On your turn, you can either drink from one straw or not drink at all and get a clue from Alex instead. You must stand on the spot when choosing your straw and you must never stray from the spot. Only the vinegar drinker wins.",Andy Zaltzman,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),1,Prize: The most serious object that looks quite silly.,Andy Zaltzman,4
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),S,Wear this outfit throughout one future task and your points will be doubled for that task.,Andy Zaltzman,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),2a,Remember these 10 fine people.,Andy Zaltzman,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),3,"Team: Become the best multi-headed creature. Your creature must prove they are the best by doing something impressive. Also, during that impressive thing, they must speak one word at a time and explain what it is they are doing and why it is impressive.",Andy Zaltzman,2
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),4,Capture the most remarkable footage on this doorbell camera.,Andy Zaltzman,2
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),2b,Identify these 10 fine people.,Andy Zaltzman,2
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),5,"Live: Spin the wheel the same number of times or more as the person before you. You must land on the same color each time or else you're eliminated. If you land on gold, you are automatically through to the next round and the next person has to spin it one more time than the previous person.",Andy Zaltzman,2
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),1,Prize: The object with the most soul.,Andy Zaltzman,4
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),2,Put a rocket in your pocket.,Andy Zaltzman,2
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),"If you draw, make or write your own rocket, that doesn't count as an actual rocket unless you are a rocket scientist. If you are not a rocket scientist, you must now put two rockets in your pockets.",-,Andy Zaltzman,-
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),"If you swear at any point after drawing, making or writing your own rocket, you must now put three rockets in your pockets.",-,Andy Zaltzman,-
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),3,Recreate a famous 2D piece of art in 3D.,Andy Zaltzman,5
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),4,"Team: Win the pub quiz by cheating. If the quizmaster notices you cheating, you will lose a point and you must use a different method of cheating.",Andy Zaltzman,5
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),5,"Live: Rustle Russell, fill Phil, mark Mark, rob Rob and pat Pat. When Alex blows his whistle, you must all either immediately say one word to the person next to you or perform one action. The people may only say yes or no. If you perform the wrong action, you are disqualified. You will then meet a new person.",Andy Zaltzman,5
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),1,"Prize: The thing most likely to make Greg say ""Oh, Christ, now that is badass!"".",Andy Zaltzman,5
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),2,Push the envelope the furthest.,Andy Zaltzman,4
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),3,Take a bite out of Alex's carrot. Alex will ring his bell every 10 seconds. You must laugh constantly throughout. You must both only walk at  gentle pace.,Andy Zaltzman,4
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),4,"Pick the Taskmaster's locket from its pocket. Every time you pick an incorrect pocket, you must high-five Alex. If you touch, tamper or peek into a pocket you must pick it.",Andy Zaltzman,0
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),5,"Team Live: Gather a herd of animals with exactly 22 legs. You may not harm any animals. You may only use animals on this side of the wall and you may not use each other. On Alex's whistle, you must hurl one of your herd over the wall. When your herd has 22 legs, only then may you don your tutus.",Andy Zaltzman,5
Series 18,Episode 5: Big stupid things. (10 October 2024),1,Prize: The thing that is best when you add liquid to it.,Andy Zaltzman,4
Series 18,Episode 5: Big stupid things. (10 October 2024),2,Direct the robot to its charging station and plug it in. You must give the robot an instruction every 10 seconds. The robot will ignore any instructions that contain the letter O or E. You may not touch the robot.,Andy Zaltzman,1
Series 18,Episode 5: Big stupid things. (10 October 2024),3,Make the strongest smell. You must seal your smell in this jar and the Taskmaster will open it in the studio.,Andy Zaltzman,3
Series 18,Episode 5: Big stupid things. (10 October 2024),"You must smell your smell in the studio before the Taskmaster smells your smell. If you refuse to smell your smell, the Taskmaster will not smell your smell and you will receive zero points.",,Andy Zaltzman,
Series 18,Episode 5: Big stupid things. (10 October 2024),4,Team: Present the most heart-warming final story for a local news programme.,Andy Zaltzman,4
Series 18,Episode 5: Big stupid things. (10 October 2024),5,Live: Land your skydiver closest to the seal. You must catapult your skydiver with the catapult. Furthest from the target each round is eliminated.,Andy Zaltzman,1
Series 18,Episode 5: Big stupid things. (10 October 2024),T,Work out how many days old Alex will be on Christmas Day 2024. You must make eye contact with Alex the whole time and can only give one answer.,Andy Zaltzman,-
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),1,Prize: The most fun thing to put in Alex's pocket without him knowing.,Andy Zaltzman,5
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),2,Put one fish in the frying pan. Your task ends when you put a fish in the frying pan.,Andy Zaltzman,5
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),3,"Create, handle and voice the most charismatic new children's television puppet sidekick for Alex.",Andy Zaltzman,3
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),4,"Defuse the robot. You must cut all the wires but one. If you cut the danger wire, the robot will spew and you will be disqualified. You must keep your goggles on at all times.",Andy Zaltzman,5
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),5,"Live: Correctly guess this person's job. You must ask a yes or no question on your turn. If you take more than 10 seconds to ask your question, you miss a go.",Andy Zaltzman,0
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),1,Prize: The object that is bigger than your head that you would most like to carry with you for the rest of your life if you had to carry an object with you for the rest of your life.,Andy Zaltzman,4
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),2,Ring the bell. You may not look up.,Andy Zaltzman,0
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),3,"You must lie throughout the next task. Every time you tell the truth, everyone in your team will lose an actual Taskmaster point.",Andy Zaltzman,5
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),"Team: Work out what is in the box. You must not look, feel or inspect the box in any way. Your teammate must not show you the contents of the box. They may only make silent facial expressions unless answering Alex's questions. Your teammate must not nod or shake their head.",-,Andy Zaltzman,5
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),4,Eat and obey five fortune cookies.,Andy Zaltzman,2
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),5,"Live: Throw a beanbag onto the island. If you knock over a can, you are disqualified. If you miss the island, you are disqualified.",Andy Zaltzman,5
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),1,Prize: The thing that most makes Greg scratch his chin.,Andy Zaltzman,4
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),2,Put on the special glasses.,Andy Zaltzman,5
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),3,"Be at the highest number barrel when Alex blows his whistle again. You may only move to the next barrel when you have completed the challenge at the previous barrel. If you fail a barrel challenge twice in a row, you must move back to the first barrel. If you are at an even-numbered barrel at the end of the barrel task, you are disqualified.",Andy Zaltzman,5
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),4,"Label a part of your body, make a surprising noise and do something interesting with your legs.",Andy Zaltzman,3
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),Do these three things again and again and again in that same order.,,Andy Zaltzman,
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),5,"Team Live: Say the same word at the same time. Alex will give you a category. Taking it in turns, team members must both say one word that fits the category at the same time. If both team members say the same word at the same time, they win the round. Also, you must not say word that has been said before.",Andy Zaltzman,2
Series 18,Episode 9: The cockle children. (7 November 2024),1,Prize: The best item for keeping things in that isn't just a regular item for keeping things in.,Andy Zaltzman,4
Series 18,Episode 9: The cockle children. (7 November 2024),2,"Walk exactly one furlong in exactly 10 minutes. You may not make use of technology except to make three five-second phone calls. Also, you may not remove the hat.",Andy Zaltzman,4
Series 18,Episode 9: The cockle children. (7 November 2024),3,Clean the most profound picture of majestic nature on a dirty thing.,Andy Zaltzman,2
Series 18,Episode 9: The cockle children. (7 November 2024),4,"Team: Place all the balls in the gutter and the gutter on the cow. The gutter must not enter the dome. You must not use anything floppy during your attempt. For every ball you touch, one minute will be added to your time. For every ball that touches the floor, 10 minutes will be added to your time. The task is over when the full gutter of balls is balancing by itself on the cow.",Andy Zaltzman,5
Series 18,Episode 9: The cockle children. (7 November 2024),5,Live: Predict whether each item will float or not float.,Andy Zaltzman,5
Series 18,Episode 10: Le Goose. (14 November 2024),1,Prize: The thing most likely to make your buttocks clench.,Andy Zaltzman,3
Series 18,Episode 10: Le Goose. (14 November 2024),2,"Say how many chairs are in this cinema. You may only give one answer. You must not say any numbers until you give your answer and you must say the name of every object that appears on the screen. If you miss an object, one minute will be added to your time. For every chair you get wrong, one minute will be added to your time.",Andy Zaltzman,4
Series 18,Episode 10: Le Goose. (14 November 2024),3,Either throw five fives in a row or do 100 press-ups or eat a raw onion or find the needle in the haystack or sit silently for 10 minutes. You may only attempt two of these things.,Andy Zaltzman,4
Series 18,Episode 10: Le Goose. (14 November 2024),4,"Present ""The Goose"".",Andy Zaltzman,3
Series 18,Episode 10: Le Goose. (14 November 2024),5,"Live: When Greg says ""eyes down"", you must look down. When Greg says ""eyes up"", you must immediately look at another contestant. If the contestant is also looking at you, you are both eliminated.",Andy Zaltzman,0[1]
Series 18,Episode 1: The faceless facilitators. (12 September 2024),1,Prize: Best thing that has been inside you.,Babátúndé Aléshé,2
Series 18,Episode 1: The faceless facilitators. (12 September 2024),2,"Do not say any of this out loud. Carry out each instruction before reading the next. You must remain silent until you've completed all four instructions. Stare at camera number one for at least thirty seconds without smiling. Eat an imaginary fly that has just landed on you. Act like you don't like how it feels in your stomach at all. Look under the 6th, 33rd, 56th, and 91st letters of this task.",Babátúndé Aléshé,1
Series 18,Episode 1: The faceless facilitators. (12 September 2024),Say a word beginning with Q.,,Babátúndé Aléshé,
Series 18,Episode 1: The faceless facilitators. (12 September 2024),3,Knock over exactly 100 cans. You must throw all five balls and pull one rope nice and hard. You must stay on the spot at all times and you may not move the spot.,Babátúndé Aléshé,2
Series 18,Episode 1: The faceless facilitators. (12 September 2024),4,Do the most beautiful thing with bubbles.,Babátúndé Aléshé,4
Series 18,Episode 1: The faceless facilitators. (12 September 2024),5,"Live: Drink the vinegar. On your turn, you can either drink from one straw or not drink at all and get a clue from Alex instead. You must stand on the spot when choosing your straw and you must never stray from the spot. Only the vinegar drinker wins.",Babátúndé Aléshé,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),1,Prize: The most serious object that looks quite silly.,Babátúndé Aléshé,1
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),S,Wear this outfit throughout one future task and your points will be doubled for that task.,Babátúndé Aléshé,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),2a,Remember these 10 fine people.,Babátúndé Aléshé,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),3,"Team: Become the best multi-headed creature. Your creature must prove they are the best by doing something impressive. Also, during that impressive thing, they must speak one word at a time and explain what it is they are doing and why it is impressive.",Babátúndé Aléshé,2
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),4,Capture the most remarkable footage on this doorbell camera.,Babátúndé Aléshé,2
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),2b,Identify these 10 fine people.,Babátúndé Aléshé,3
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),5,"Live: Spin the wheel the same number of times or more as the person before you. You must land on the same color each time or else you're eliminated. If you land on gold, you are automatically through to the next round and the next person has to spin it one more time than the previous person.",Babátúndé Aléshé,5
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),1,Prize: The object with the most soul.,Babátúndé Aléshé,5
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),2,Put a rocket in your pocket.,Babátúndé Aléshé,3
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),"If you draw, make or write your own rocket, that doesn't count as an actual rocket unless you are a rocket scientist. If you are not a rocket scientist, you must now put two rockets in your pockets.",-,Babátúndé Aléshé,-
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),"If you swear at any point after drawing, making or writing your own rocket, you must now put three rockets in your pockets.",-,Babátúndé Aléshé,-
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),3,Recreate a famous 2D piece of art in 3D.,Babátúndé Aléshé,5
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),4,"Team: Win the pub quiz by cheating. If the quizmaster notices you cheating, you will lose a point and you must use a different method of cheating.",Babátúndé Aléshé,5
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),5,"Live: Rustle Russell, fill Phil, mark Mark, rob Rob and pat Pat. When Alex blows his whistle, you must all either immediately say one word to the person next to you or perform one action. The people may only say yes or no. If you perform the wrong action, you are disqualified. You will then meet a new person.",Babátúndé Aléshé,DQ
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),1,"Prize: The thing most likely to make Greg say ""Oh, Christ, now that is badass!"".",Babátúndé Aléshé,2
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),2,Push the envelope the furthest.,Babátúndé Aléshé,2
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),3,Take a bite out of Alex's carrot. Alex will ring his bell every 10 seconds. You must laugh constantly throughout. You must both only walk at  gentle pace.,Babátúndé Aléshé,10[1]
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),4,"Pick the Taskmaster's locket from its pocket. Every time you pick an incorrect pocket, you must high-five Alex. If you touch, tamper or peek into a pocket you must pick it.",Babátúndé Aléshé,3
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),5,"Team Live: Gather a herd of animals with exactly 22 legs. You may not harm any animals. You may only use animals on this side of the wall and you may not use each other. On Alex's whistle, you must hurl one of your herd over the wall. When your herd has 22 legs, only then may you don your tutus.",Babátúndé Aléshé,5
Series 18,Episode 5: Big stupid things. (10 October 2024),1,Prize: The thing that is best when you add liquid to it.,Babátúndé Aléshé,1
Series 18,Episode 5: Big stupid things. (10 October 2024),2,Direct the robot to its charging station and plug it in. You must give the robot an instruction every 10 seconds. The robot will ignore any instructions that contain the letter O or E. You may not touch the robot.,Babátúndé Aléshé,4
Series 18,Episode 5: Big stupid things. (10 October 2024),3,Make the strongest smell. You must seal your smell in this jar and the Taskmaster will open it in the studio.,Babátúndé Aléshé,4
Series 18,Episode 5: Big stupid things. (10 October 2024),"You must smell your smell in the studio before the Taskmaster smells your smell. If you refuse to smell your smell, the Taskmaster will not smell your smell and you will receive zero points.",,Babátúndé Aléshé,
Series 18,Episode 5: Big stupid things. (10 October 2024),4,Team: Present the most heart-warming final story for a local news programme.,Babátúndé Aléshé,4
Series 18,Episode 5: Big stupid things. (10 October 2024),5,Live: Land your skydiver closest to the seal. You must catapult your skydiver with the catapult. Furthest from the target each round is eliminated.,Babátúndé Aléshé,2
Series 18,Episode 5: Big stupid things. (10 October 2024),T,Work out how many days old Alex will be on Christmas Day 2024. You must make eye contact with Alex the whole time and can only give one answer.,Babátúndé Aléshé,-
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),1,Prize: The most fun thing to put in Alex's pocket without him knowing.,Babátúndé Aléshé,4
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),2,Put one fish in the frying pan. Your task ends when you put a fish in the frying pan.,Babátúndé Aléshé,4
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),3,"Create, handle and voice the most charismatic new children's television puppet sidekick for Alex.",Babátúndé Aléshé,5
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),4,"Defuse the robot. You must cut all the wires but one. If you cut the danger wire, the robot will spew and you will be disqualified. You must keep your goggles on at all times.",Babátúndé Aléshé,DQ
Series 18,Episode 6: A dance as old as time itself. (17 October 2024),5,"Live: Correctly guess this person's job. You must ask a yes or no question on your turn. If you take more than 10 seconds to ask your question, you miss a go.",Babátúndé Aléshé,0
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),1,Prize: The object that is bigger than your head that you would most like to carry with you for the rest of your life if you had to carry an object with you for the rest of your life.,Babátúndé Aléshé,2
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),2,Ring the bell. You may not look up.,Babátúndé Aléshé,3
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),3,"You must lie throughout the next task. Every time you tell the truth, everyone in your team will lose an actual Taskmaster point.",Babátúndé Aléshé,-
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),"Team: Work out what is in the box. You must not look, feel or inspect the box in any way. Your teammate must not show you the contents of the box. They may only make silent facial expressions unless answering Alex's questions. Your teammate must not nod or shake their head.",-,Babátúndé Aléshé,5
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),4,Eat and obey five fortune cookies.,Babátúndé Aléshé,1
Series 18,Episode 7: Captain Jackie and the hotdog. (24 October 2024),5,"Live: Throw a beanbag onto the island. If you knock over a can, you are disqualified. If you miss the island, you are disqualified.",Babátúndé Aléshé,4
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),1,Prize: The thing that most makes Greg scratch his chin.,Babátúndé Aléshé,3
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),2,Put on the special glasses.,Babátúndé Aléshé,2
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),3,"Be at the highest number barrel when Alex blows his whistle again. You may only move to the next barrel when you have completed the challenge at the previous barrel. If you fail a barrel challenge twice in a row, you must move back to the first barrel. If you are at an even-numbered barrel at the end of the barrel task, you are disqualified.",Babátúndé Aléshé,3
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),4,"Label a part of your body, make a surprising noise and do something interesting with your legs.",Babátúndé Aléshé,4
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),Do these three things again and again and again in that same order.,,Babátúndé Aléshé,
Series 18,Episode 8: The Nexus of Truth. (31 October 2024),5,"Team Live: Say the same word at the same time. Alex will give you a category. Taking it in turns, team members must both say one word that fits the category at the same time. If both team members say the same word at the same time, they win the round. Also, you must not say word that has been said before.",Babátúndé Aléshé,2
Series 18,Episode 9: The cockle children. (7 November 2024),1,Prize: The best item for keeping things in that isn't just a regular item for keeping things in.,Babátúndé Aléshé,1
Series 18,Episode 9: The cockle children. (7 November 2024),2,"Walk exactly one furlong in exactly 10 minutes. You may not make use of technology except to make three five-second phone calls. Also, you may not remove the hat.",Babátúndé Aléshé,5
Series 18,Episode 9: The cockle children. (7 November 2024),3,Clean the most profound picture of majestic nature on a dirty thing.,Babátúndé Aléshé,4
Series 18,Episode 9: The cockle children. (7 November 2024),4,"Team: Place all the balls in the gutter and the gutter on the cow. The gutter must not enter the dome. You must not use anything floppy during your attempt. For every ball you touch, one minute will be added to your time. For every ball that touches the floor, 10 minutes will be added to your time. The task is over when the full gutter of balls is balancing by itself on the cow.",Babátúndé Aléshé,5
Series 18,Episode 9: The cockle children. (7 November 2024),5,Live: Predict whether each item will float or not float.,Babátúndé Aléshé,3
Series 18,Episode 10: Le Goose. (14 November 2024),1,Prize: The thing most likely to make your buttocks clench.,Babátúndé Aléshé,2
Series 18,Episode 10: Le Goose. (14 November 2024),2,"Say how many chairs are in this cinema. You may only give one answer. You must not say any numbers until you give your answer and you must say the name of every object that appears on the screen. If you miss an object, one minute will be added to your time. For every chair you get wrong, one minute will be added to your time.",Babátúndé Aléshé,5
Series 18,Episode 10: Le Goose. (14 November 2024),3,Either throw five fives in a row or do 100 press-ups or eat a raw onion or find the needle in the haystack or sit silently for 10 minutes. You may only attempt two of these things.,Babátúndé Aléshé,2
Series 18,Episode 10: Le Goose. (14 November 2024),4,"Present ""The Goose"".",Babátúndé Aléshé,1
Series 18,Episode 10: Le Goose. (14 November 2024),5,"Live: When Greg says ""eyes down"", you must look down. When Greg says ""eyes up"", you must immediately look at another contestant. If the contestant is also looking at you, you are both eliminated.",Babátúndé Aléshé,0
Series 18,Episode 1: The faceless facilitators. (12 September 2024),1,Prize: Best thing that has been inside you.,Emma Sidi,4
Series 18,Episode 1: The faceless facilitators. (12 September 2024),2,"Do not say any of this out loud. Carry out each instruction before reading the next. You must remain silent until you've completed all four instructions. Stare at camera number one for at least thirty seconds without smiling. Eat an imaginary fly that has just landed on you. Act like you don't like how it feels in your stomach at all. Look under the 6th, 33rd, 56th, and 91st letters of this task.",Emma Sidi,4
Series 18,Episode 1: The faceless facilitators. (12 September 2024),Say a word beginning with Q.,,Emma Sidi,
Series 18,Episode 1: The faceless facilitators. (12 September 2024),3,Knock over exactly 100 cans. You must throw all five balls and pull one rope nice and hard. You must stay on the spot at all times and you may not move the spot.,Emma Sidi,3
Series 18,Episode 1: The faceless facilitators. (12 September 2024),4,Do the most beautiful thing with bubbles.,Emma Sidi,2
Series 18,Episode 1: The faceless facilitators. (12 September 2024),5,"Live: Drink the vinegar. On your turn, you can either drink from one straw or not drink at all and get a clue from Alex instead. You must stand on the spot when choosing your straw and you must never stray from the spot. Only the vinegar drinker wins.",Emma Sidi,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),1,Prize: The most serious object that looks quite silly.,Emma Sidi,2
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),S,Wear this outfit throughout one future task and your points will be doubled for that task.,Emma Sidi,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),2a,Remember these 10 fine people.,Emma Sidi,0
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),3,"Team: Become the best multi-headed creature. Your creature must prove they are the best by doing something impressive. Also, during that impressive thing, they must speak one word at a time and explain what it is they are doing and why it is impressive.",Emma Sidi,2
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),4,Capture the most remarkable footage on this doorbell camera.,Emma Sidi,3
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),2b,Identify these 10 fine people.,Emma Sidi,5
Series 18,Episode 2: ...and then a detective comes in. (19 September 2024),5,"Live: Spin the wheel the same number of times or more as the person before you. You must land on the same color each time or else you're eliminated. If you land on gold, you are automatically through to the next round and the next person has to spin it one more time than the previous person.",Emma Sidi,4
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),1,Prize: The object with the most soul.,Emma Sidi,2
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),2,Put a rocket in your pocket.,Emma Sidi,1
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),"If you draw, make or write your own rocket, that doesn't count as an actual rocket unless you are a rocket scientist. If you are not a rocket scientist, you must now put two rockets in your pockets.",-,Emma Sidi,
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),"If you swear at any point after drawing, making or writing your own rocket, you must now put three rockets in your pockets.",-,Emma Sidi,-
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),3,Recreate a famous 2D piece of art in 3D.,Emma Sidi,5
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),4,"Team: Win the pub quiz by cheating. If the quizmaster notices you cheating, you will lose a point and you must use a different method of cheating.",Emma Sidi,5
Series 18,Episode 3: The gangsters of the sea. (26 September 2024),5,"Live: Rustle Russell, fill Phil, mark Mark, rob Rob and pat Pat. When Alex blows his whistle, you must all either immediately say one word to the person next to you or perform one action. The people may only say yes or no. If you perform the wrong action, you are disqualified. You will then meet a new person.",Emma Sidi,0
Series 18,Episode 4: I'm a girl who likes a clean line. (3 October 2024),1,"Prize: The thing most likely to make Greg say ""Oh, Christ, now that is badass!"".",Emma Sidi,2
